date,difficulty
2009-01-03,1.0
2009-01-07,0.0
2009-01-11,1.0
2009-01-15,1.0
2009-01-19,1.0
2009-01-23,1.0
2009-01-27,1.0
2009-01-31,1.0
2009-02-04,1.0
2009-02-08,1.0
2009-02-12,1.0
2009-02-16,1.0
2009-02-20,1.0
2009-02-24,1.0
2009-02-28,1.0
2009-03-04,1.0
2009-03-08,1.0
2009-03-12,1.0
2009-03-16,1.0
2009-03-20,1.0
2009-03-24,1.0
2009-03-28,1.0
2009-04-01,1.0
2009-04-05,1.0
2009-04-09,1.0
2009-04-13,1.0
2009-04-17,1.0
2009-04-21,1.0
2009-04-25,1.0
2009-04-29,1.0
2009-05-03,1.0
2009-05-07,1.0
2009-05-11,1.0
2009-05-15,1.0
2009-05-19,1.0
2009-05-23,1.0
2009-05-27,1.0
2009-05-31,1.0
2009-06-04,1.0
2009-06-08,1.0
2009-06-12,1.0
2009-06-16,1.0
2009-06-20,1.0
2009-06-24,1.0
2009-06-28,1.0
2009-07-02,1.0
2009-07-06,1.0
2009-07-10,1.0
2009-07-14,1.0
2009-07-18,1.0
2009-07-22,1.0
2009-07-26,1.0
2009-07-30,1.0
2009-08-03,1.0
2009-08-07,1.0
2009-08-11,1.0
2009-08-15,1.0
2009-08-19,1.0
2009-08-23,1.0
2009-08-27,1.0
2009-08-31,1.0
2009-09-04,1.0
2009-09-08,1.0
2009-09-12,1.0
2009-09-16,1.0
2009-09-20,1.0
2009-09-24,1.0
2009-09-28,1.0
2009-10-02,1.0
2009-10-06,1.0
2009-10-10,1.0
2009-10-14,1.0
2009-10-18,1.0
2009-10-22,1.0
2009-10-26,1.0
2009-10-30,1.0
2009-11-03,1.0
2009-11-07,1.0
2009-11-11,1.0
2009-11-15,1.0
2009-11-19,1.0
2009-11-23,1.0
2009-11-27,1.0
2009-12-01,1.0
2009-12-05,1.0
2009-12-09,1.0
2009-12-13,1.0
2009-12-17,1.0
2009-12-21,1.0
2009-12-25,1.0
2009-12-29,1.0
2010-01-02,1.18289953431284
2010-01-06,1.18289953431284
2010-01-10,1.18289953431284
2010-01-14,1.30506213159152
2010-01-18,1.30506213159152
2010-01-22,1.30506213159152
2010-01-26,1.34422497077103
2010-01-30,1.34422497077103
2010-02-03,1.34422497077103
2010-02-07,1.81864853614541
2010-02-11,1.81864853614541
2010-02-15,2.52773821507236
2010-02-19,2.52773821507236
2010-02-23,2.52773821507236
2010-02-27,3.78117925203377
2010-03-03,3.78117925203377
2010-03-07,3.78117925203377
2010-03-11,4.53108175007069
2010-03-15,4.53108175007069
2010-03-19,4.53108175007069
2010-03-23,4.56516291033707
2010-03-27,4.56516291033707
2010-03-31,4.56516291033707
2010-04-04,6.08547690600079
2010-04-08,6.08547690600079
2010-04-12,7.81979699335383
2010-04-16,7.81979699335383
2010-04-20,7.81979699335383
2010-04-24,11.4643158055141
2010-04-28,11.4643158055141
2010-05-02,11.4643158055141
2010-05-06,12.8491831478238
2010-05-10,12.8491831478238
2010-05-14,12.8491831478238
2010-05-18,12.8491831478238
2010-05-22,11.8462281497047
2010-05-26,11.8462281497047
2010-05-30,16.6190787518574
2010-06-03,16.6190787518574
2010-06-07,16.6190787518574
2010-06-11,16.6190787518574
2010-06-15,17.3814881581401
2010-06-19,17.3814881581401
2010-06-23,17.3814881581401
2010-06-27,19.4047963283822
2010-07-01,19.4047963283822
2010-07-05,19.4047963283822
2010-07-09,23.5012572229032
2010-07-13,45.3858223410126
2010-07-17,181.543289364051
2010-07-21,181.543289364051
2010-07-25,181.543289364051
2010-07-29,244.213223092375
2010-08-02,244.213223092375
2010-08-06,352.16120906801
2010-08-10,352.16120906801
2010-08-14,352.16120906801
2010-08-18,511.773534256604
2010-08-22,511.773534256604
2010-08-26,511.773534256604
2010-08-30,623.386959868928
2010-09-03,623.386959868928
2010-09-07,623.386959868928
2010-09-11,712.884864552097
2010-09-15,712.884864552097
2010-09-19,917.830741301512
2010-09-23,917.830741301512
2010-09-27,917.830741301512
2010-10-01,1318.67005015359
2010-10-05,1318.67005015359
2010-10-09,1318.67005015359
2010-10-13,1378.02816503733
2010-10-17,1378.02816503733
2010-10-21,2149.02181494673
2010-10-25,2149.02181494673
2010-10-29,2149.02181494673
2010-11-02,3091.7368904118
2010-11-06,3091.7368904118
2010-11-10,4536.35372327504
2010-11-14,4536.35372327504
2010-11-18,4536.35372327504
2010-11-22,6866.89864897274
2010-11-26,6866.89864897274
2010-11-30,8078.19525792509
2010-12-04,8078.19525792509
2010-12-08,8078.19525792509
2010-12-12,12251.9997603745
2010-12-16,12251.9997603745
2010-12-20,12251.9997603745
2010-12-24,14484.1623612254
2010-12-28,14484.1623612254
2011-01-01,14484.1623612254
2011-01-05,16307.420938524
2011-01-09,16307.420938524
2011-01-13,16307.420938524
2011-01-17,18437.6443921663
2011-01-21,18437.6443921663
2011-01-25,18437.6443921663
2011-01-29,22012.3813379939
2011-02-02,22012.3813379939
2011-02-06,22012.3813379939
2011-02-10,25997.8799288144
2011-02-14,25997.8799288144
2011-02-18,36459.8869250751
2011-02-22,36459.8869250751
2011-02-26,36459.8869250751
2011-03-02,55589.5181268687
2011-03-06,55589.5181268687
2011-03-10,76192.6193475137
2011-03-14,76192.6193475137
2011-03-18,76192.6193475137
2011-03-22,76192.6193475137
2011-03-26,68977.7846302096
2011-03-30,68977.7846302096
2011-04-03,68977.7846302096
2011-04-07,82345.6441129666
2011-04-11,82345.6441129666
2011-04-15,82345.6441129666
2011-04-19,92347.5909520943
2011-04-23,92347.5909520943
2011-04-27,92347.5909520943
2011-05-01,109670.133292477
2011-05-05,109670.133292477
2011-05-09,109670.133292477
2011-05-13,157416.401843649
2011-05-17,157416.401843649
2011-05-21,244112.487774336
2011-05-25,244112.487774336
2011-05-29,434877.045527628
2011-06-02,434877.045527628
2011-06-06,567269.530162422
2011-06-10,567269.530162422
2011-06-14,567269.530162422
2011-06-18,876954.493513537
2011-06-22,876954.493513537
2011-06-26,1379192.28822808
2011-06-30,1379192.28822808
2011-07-04,1379192.28822808
2011-07-08,1563027.99611622
2011-07-12,1563027.99611622
2011-07-16,1563027.99611622
2011-07-20,1690895.80305239
2011-07-24,1690895.80305239
2011-07-28,1690895.80305239
2011-08-01,1888786.70535305
2011-08-05,1888786.70535305
2011-08-09,1888786.70535305
2011-08-13,1888786.70535305
2011-08-17,1805700.83619367
2011-08-21,1805700.83619367
2011-08-25,1805700.83619367
2011-08-29,1805700.83619367
2011-09-02,1777774.48200146
2011-09-06,1777774.48200146
2011-09-10,1777774.48200146
2011-09-14,1755425.3203287
2011-09-18,1755425.3203287
2011-09-22,1755425.3203287
2011-09-26,1755425.3203287
2011-09-30,1689334.4045971
2011-10-04,1689334.4045971
2011-10-08,1689334.4045971
2011-10-12,1689334.4045971
2011-10-16,1468195.42722083
2011-10-20,1468195.42722083
2011-10-24,1468195.42722083
2011-10-28,1468195.42722083
2011-11-01,1203461.92637997
2011-11-05,1203461.92637997
2011-11-09,1203461.92637997
2011-11-13,1203461.92637997
2011-11-17,1192497.75008948
2011-11-21,1192497.75008948
2011-11-25,1192497.75008948
2011-11-29,1192497.75008948
2011-12-03,1090715.68005127
2011-12-07,1090715.68005127
2011-12-11,1090715.68005127
2011-12-15,1155038.33396364
2011-12-19,1155038.33396364
2011-12-23,1155038.33396364
2011-12-27,1159929.49722438
2011-12-31,1159929.49722438
2012-01-04,1159929.49722438
2012-01-08,1159929.49722438
2012-01-12,1250757.73927466
2012-01-16,1250757.73927466
2012-01-20,1250757.73927466
2012-01-24,1307728.36060407
2012-01-28,1307728.36060407
2012-02-01,1307728.36060407
2012-02-05,1379647.43921429
2012-02-09,1379647.43921429
2012-02-13,1379647.43921429
2012-02-17,1379647.43921429
2012-02-21,1376302.26788638
2012-02-25,1376302.26788638
2012-02-29,1376302.26788638
2012-03-04,1496978.59502557
2012-03-08,1496978.59502557
2012-03-12,1496978.59502557
2012-03-16,1498294.36281651
2012-03-20,1498294.36281651
2012-03-24,1498294.36281651
2012-03-28,1498294.36281651
2012-04-01,1626553.48132894
2012-04-05,1626553.48132894
2012-04-09,1626553.48132894
2012-04-13,1577913.48567673
2012-04-17,1577913.48567673
2012-04-21,1577913.48567673
2012-04-25,1577913.48567673
2012-04-29,1508589.67206029
2012-05-03,1508589.67206029
2012-05-07,1508589.67206029
2012-05-11,1733207.51384839
2012-05-15,1733207.51384839
2012-05-19,1733207.51384839
2012-05-23,1733207.51384839
2012-05-27,1591074.96184731
2012-05-31,1591074.96184731
2012-06-04,1591074.96184731
2012-06-08,1591074.96184731
2012-06-12,1583177.84744401
2012-06-16,1583177.84744401
2012-06-20,1726566.55919348
2012-06-24,1726566.55919348
2012-06-28,1726566.55919348
2012-07-02,1726566.55919348
2012-07-06,1751454.53534068
2012-07-10,1751454.53534068
2012-07-14,1751454.53534068
2012-07-18,1866391.30500321
2012-07-22,1866391.30500321
2012-07-26,1866391.30500321
2012-07-30,2036671.08869332
2012-08-03,2036671.08869332
2012-08-07,2036671.08869332
2012-08-11,2036671.08869332
2012-08-15,2190865.97010286
2012-08-19,2190865.97010286
2012-08-23,2190865.97010286
2012-08-27,2440642.60691596
2012-08-31,2440642.60691596
2012-09-04,2440642.60691596
2012-09-08,2694047.95295501
2012-09-12,2694047.95295501
2012-09-16,2694047.95295501
2012-09-20,2864140.50781097
2012-09-24,2864140.50781097
2012-09-28,2864140.50781097
2012-10-02,2864140.50781097
2012-10-06,3054627.52694864
2012-10-10,3054627.52694864
2012-10-14,3054627.52694864
2012-10-18,3072321.73202076
2012-10-22,3072321.73202076
2012-10-26,3072321.73202076
2012-10-30,3304356.39299034
2012-11-03,3304356.39299034
2012-11-07,3304356.39299034
2012-11-11,3304356.39299034
2012-11-15,3368767.14053294
2012-11-19,3368767.14053294
2012-11-23,3368767.14053294
2012-11-27,3438908.96015914
2012-12-01,3438908.96015914
2012-12-05,3438908.96015914
2012-12-09,3438908.96015914
2012-12-13,3370181.79927784
2012-12-17,3370181.79927784
2012-12-21,3370181.79927784
2012-12-25,3370181.79927784
2012-12-29,2979636.61693807
2013-01-02,2979636.61693807
2013-01-06,2979636.61693807
2013-01-10,3249549.58448721
2013-01-14,3249549.58448721
2013-01-18,3249549.58448721
2013-01-22,3249549.58448721
2013-01-26,2968775.33207507
2013-01-30,2968775.33207507
2013-02-03,2968775.33207507
2013-02-07,3275464.58656562
2013-02-11,3275464.58656562
2013-02-15,3275464.58656562
2013-02-19,3651011.63069321
2013-02-23,3651011.63069321
2013-02-27,3651011.63069321
2013-03-03,4367876.0008422
2013-03-07,4367876.0008422
2013-03-11,4367876.0008422
2013-03-15,4847647.15206561
2013-03-19,4847647.15206561
2013-03-23,4847647.15206561
2013-03-27,6695826.28259625
2013-03-31,6695826.28259625
2013-04-04,6695826.28259625
2013-04-08,7672999.92016414
2013-04-12,7672999.92016414
2013-04-16,7672999.92016414
2013-04-20,8974296.01488785
2013-04-24,8974296.01488785
2013-04-28,8974296.01488785
2013-05-02,10076292.8834187
2013-05-06,10076292.8834187
2013-05-10,10076292.8834187
2013-05-14,11187257.4613608
2013-05-18,11187257.4613608
2013-05-22,11187257.4613608
2013-05-26,12153411.7097758
2013-05-30,12153411.7097758
2013-06-03,12153411.7097758
2013-06-07,15605632.6812859
2013-06-11,15605632.6812859
2013-06-15,15605632.6812859
2013-06-19,19339258.2723867
2013-06-23,19339258.2723867
2013-06-27,19339258.2723867
2013-07-01,21335329.113983
2013-07-05,21335329.113983
2013-07-09,21335329.113983
2013-07-13,26162875.6825699
2013-07-17,26162875.6825699
2013-07-21,26162875.6825699
2013-07-25,31256960.7277689
2013-07-29,31256960.7277689
2013-08-02,31256960.7277689
2013-08-06,37392766.1364746
2013-08-10,37392766.1364746
2013-08-14,50810339.0482765
2013-08-18,50810339.0482765
2013-08-22,50810339.0482765
2013-08-26,65750060.1490848
2013-08-30,65750060.1490848
2013-09-03,65750060.1490848
2013-09-07,86933017.7711944
2013-09-11,86933017.7711944
2013-09-15,112628548.666347
2013-09-19,112628548.666347
2013-09-23,112628548.666347
2013-09-27,148819199.805093
2013-10-01,148819199.805093
2013-10-05,148819199.805093
2013-10-09,189281249.281033
2013-10-13,189281249.281033
2013-10-17,267731249.482421
2013-10-21,267731249.482421
2013-10-25,267731249.482421
2013-10-29,390928787.638086
2013-11-02,390928787.638086
2013-11-06,510929738.016152
2013-11-10,510929738.016152
2013-11-14,510929738.016152
2013-11-18,609482679.888355
2013-11-22,609482679.888355
2013-11-26,609482679.888355
2013-11-30,707408283.051497
2013-12-04,707408283.051497
2013-12-08,707408283.051497
2013-12-12,908350862.437022
2013-12-16,908350862.437022
2013-12-20,908350862.437022
2013-12-24,1180923195.25803
2013-12-28,1180923195.25803
2014-01-01,1180923195.25803
2014-01-05,1418481395.26264
2014-01-09,1418481395.26264
2014-01-13,1789546951.05324
2014-01-17,1789546951.05324
2014-01-21,1789546951.05324
2014-01-25,2193847870.17428
2014-01-29,2193847870.17428
2014-02-02,2193847870.17428
2014-02-06,2621404453.06462
2014-02-10,2621404453.06462
2014-02-14,2621404453.06462
2014-02-18,3129573174.52229
2014-02-22,3129573174.52229
2014-02-26,3129573174.52229
2014-03-02,3815723798.81463
2014-03-06,3815723798.81463
2014-03-10,3815723798.81463
2014-03-14,4250217919.86954
2014-03-18,4250217919.86954
2014-03-22,4250217919.86954
2014-03-26,5006860589.2054
2014-03-30,5006860589.2054
2014-04-03,5006860589.2054
2014-04-07,6119726089.12815
2014-04-11,6119726089.12815
2014-04-15,6119726089.12815
2014-04-19,6978842649.59238
2014-04-23,6978842649.59238
2014-04-27,6978842649.59238
2014-05-01,8000872135.96816
2014-05-05,8000872135.96816
2014-05-09,8000872135.96816
2014-05-13,8853416309.1278
2014-05-17,8853416309.1278
2014-05-21,8853416309.1278
2014-05-25,10455720138.4848
2014-05-29,10455720138.4848
2014-06-02,10455720138.4848
2014-06-06,11756551916.904
2014-06-10,11756551916.904
2014-06-14,11756551916.904
2014-06-18,13462580114.5253
2014-06-22,13462580114.5253
2014-06-26,13462580114.5253
2014-06-30,16818461371.1611
2014-07-04,16818461371.1611
2014-07-08,16818461371.1611
2014-07-12,16818461371.1611
2014-07-16,17336316978.5078
2014-07-20,17336316978.5078
2014-07-24,17336316978.5078
2014-07-28,18736441558.3102
2014-08-01,18736441558.3102
2014-08-05,18736441558.3102
2014-08-09,19729645940.5771
2014-08-13,19729645940.5771
2014-08-17,19729645940.5771
2014-08-21,23844670038.8033
2014-08-25,23844670038.8033
2014-08-29,23844670038.8033
2014-09-02,27428630902.2579
2014-09-06,27428630902.2579
2014-09-10,27428630902.2579
2014-09-14,29829733124.0404
2014-09-18,29829733124.0404
2014-09-22,29829733124.0404
2014-09-26,34661425923.9769
2014-09-30,34661425923.9769
2014-10-04,34661425923.9769
2014-10-08,34661425923.9769
2014-10-12,35002482026.1332
2014-10-16,35002482026.1332
2014-10-20,35002482026.1332
2014-10-24,35985640265.0762
2014-10-28,35985640265.0762
2014-11-01,35985640265.0762
2014-11-05,39603666252.4184
2014-11-09,39603666252.4184
2014-11-13,39603666252.4184
2014-11-17,39603666252.4184
2014-11-21,40300030327.8914
2014-11-25,40300030327.8914
2014-11-29,40300030327.8914
2014-12-03,40300030327.8914
2014-12-07,40007470271.2713
2014-12-11,40007470271.2713
2014-12-15,40007470271.2713
2014-12-19,39457671307.1387
2014-12-23,39457671307.1387
2014-12-27,39457671307.1387
2014-12-31,40640955016.5765
2015-01-04,40640955016.5765
2015-01-08,40640955016.5765
2015-01-12,43971662056.0896
2015-01-16,43971662056.0896
2015-01-20,43971662056.0896
2015-01-24,43971662056.0896
2015-01-28,41272873894.697
2015-02-01,41272873894.697
2015-02-05,41272873894.697
2015-02-09,44455415962.3438
2015-02-13,44455415962.3438
2015-02-17,44455415962.3438
2015-02-21,44455415962.3438
2015-02-25,46684376316.8603
2015-03-01,46684376316.8603
2015-03-05,46684376316.8603
2015-03-09,47427554950.6483
2015-03-13,47427554950.6483
2015-03-17,47427554950.6483
2015-03-21,47427554950.6483
2015-03-25,46717549644.7064
2015-03-29,46717549644.7064
2015-04-02,46717549644.7064
2015-04-06,49446390688.2414
2015-04-10,49446390688.2414
2015-04-14,49446390688.2414
2015-04-18,49446390688.2414
2015-04-22,47610564513.4713
2015-04-26,47610564513.4713
2015-04-30,47610564513.4713
2015-05-04,47643398017.8034
2015-05-08,47643398017.8034
2015-05-12,47643398017.8034
2015-05-16,47643398017.8034
2015-05-20,48807487244.6814
2015-05-24,48807487244.6814
2015-05-28,48807487244.6814
2015-06-01,48807487244.6814
2015-06-05,47589591153.625
2015-06-09,47589591153.625
2015-06-13,47589591153.625
2015-06-17,49692386354.8938
2015-06-21,49692386354.8938
2015-06-25,49692386354.8938
2015-06-29,49402014931.2275
2015-07-03,49402014931.2275
2015-07-07,49402014931.2275
2015-07-11,49402014931.2275
2015-07-15,51076366303.4819
2015-07-19,51076366303.4819
2015-07-23,51076366303.4819
2015-07-27,52278304845.5917
2015-07-31,52278304845.5917
2015-08-04,52278304845.5917
2015-08-08,52699842409.347
2015-08-12,52699842409.347
2015-08-16,52699842409.347
2015-08-20,52699842409.347
2015-08-24,54256630327.89
2015-08-28,54256630327.89
2015-09-01,54256630327.89
2015-09-05,56957648455.01
2015-09-09,56957648455.01
2015-09-13,56957648455.01
2015-09-17,56957648455.01
2015-09-21,59335351233.8666
2015-09-25,59335351233.8666
2015-09-29,59335351233.8666
2015-10-03,60813224039.4403
2015-10-07,60813224039.4403
2015-10-11,60813224039.4403
2015-10-15,60883825480.0983
2015-10-19,60883825480.0983
2015-10-23,60883825480.0983
2015-10-27,60883825480.0983
2015-10-31,62253982449.7608
2015-11-04,62253982449.7608
2015-11-08,62253982449.7608
2015-11-12,65848255179.7026
2015-11-16,65848255179.7026
2015-11-20,65848255179.7026
2015-11-24,72722780642.5472
2015-11-28,72722780642.5472
2015-12-02,72722780642.5472
2015-12-06,72722780642.5472
2015-12-10,79102380900.226
2015-12-14,79102380900.226
2015-12-18,79102380900.226
2015-12-22,93448670796.3238
2015-12-26,93448670796.3238
2015-12-30,93448670796.3238
2016-01-03,103880340815.456
2016-01-07,103880340815.456
2016-01-11,103880340815.456
2016-01-15,113354299801.471
2016-01-19,113354299801.471
2016-01-23,113354299801.471
2016-01-27,120033340651.237
2016-01-31,120033340651.237
2016-02-04,120033340651.237
2016-02-08,144116447847.349
2016-02-12,144116447847.349
2016-02-16,144116447847.349
2016-02-20,163491654908.959
2016-02-24,163491654908.959
2016-02-28,163491654908.959
2016-03-03,163491654908.959
2016-03-07,158427203767.392
2016-03-11,158427203767.392
2016-03-15,158427203767.392
2016-03-19,165496835118.226
2016-03-23,165496835118.226
2016-03-27,165496835118.226
2016-03-31,165496835118.226
2016-04-04,166851513282.777
2016-04-08,166851513282.777
2016-04-12,166851513282.777
2016-04-16,178678307671.688
2016-04-20,178678307671.0
2016-04-24,178678307671.0
2016-04-28,178666121338.551
2016-05-02,178659257772.0
2016-05-06,178659257772.0
2016-05-10,178659257772.0
2016-05-14,194254820283.0
2016-05-18,194254820283.0
2016-05-22,194254820283.0
2016-05-26,199312067531.0
2016-05-30,199312067531.0
2016-06-03,199312067531.0
2016-06-07,199312067531.0
2016-06-11,196061423939.0
2016-06-15,196061423939.0
2016-06-19,196061423939.0
2016-06-23,209453158595.0
2016-06-27,209453158595.0
2016-07-01,209453158595.0
2016-07-05,213398925331.0
2016-07-09,213398925331.0
2016-07-13,213398925331.0
2016-07-17,213398925331.0
2016-07-21,213492501107.0
2016-07-25,213492501107.0
2016-07-29,213492501107.0
2016-08-02,210798472402.845
2016-08-06,201893210853.0
2016-08-10,201893210853.0
2016-08-14,201893210853.0
2016-08-18,217375482757.0
2016-08-22,217375482757.0
2016-08-26,217375482757.0
2016-08-30,220755908330.0
2016-09-03,220755908330.0
2016-09-07,220755908330.0
2016-09-11,220755908330.0
2016-09-15,225832872179.0
2016-09-19,225832872179.0
2016-09-23,225832872179.0
2016-09-27,241227200229.0
2016-10-01,241227200229.0
2016-10-05,241227200229.0
2016-10-09,258522748404.0
2016-10-13,258522748404.0
2016-10-17,258522748404.0
2016-10-21,258522748404.0
2016-10-25,253618246641.0
2016-10-29,253618246641.0
2016-11-02,253618246641.0
2016-11-06,254620187304.0
2016-11-10,254620187304.0
2016-11-14,254620187304.0
2016-11-18,272434584596.115
2016-11-22,281800917193.0
2016-11-26,281800917193.0
2016-11-30,281800917193.0
2016-12-04,286765766820.0
2016-12-08,286765766820.0
2016-12-12,286765766820.0
2016-12-16,310153855703.0
2016-12-20,310153855703.0
2016-12-24,310153855703.0
2016-12-28,312083434211.183
2017-01-01,317688400354.0
2017-01-05,317688400354.0
2017-01-09,317688400354.0
2017-01-13,336899932795.0
2017-01-17,336899932795.0
2017-01-21,336899932795.0
2017-01-25,392963262344.0
2017-01-29,392963262344.0
2017-02-02,392963262344.0
2017-02-06,422170566883.0
2017-02-10,422170566883.0
2017-02-14,422170566883.0
2017-02-18,432944392642.632
2017-02-22,440779902286.0
2017-02-26,440779902286.0
2017-03-02,440779902286.0
2017-03-06,460769358090.0
2017-03-10,460769358090.0
2017-03-14,460769358090.0
2017-03-18,475705205061.0
2017-03-22,475705205061.0
2017-03-26,475705205061.0
2017-03-30,482855238676.823
2017-04-03,499635929816.0
2017-04-07,499635929816.0
2017-04-11,499635929816.0
2017-04-15,520808749422.0
2017-04-19,520808749422.0
2017-04-23,520808749422.0
2017-04-27,521839702599.075
2017-05-01,521974519553.0
2017-05-05,521974519553.0
2017-05-09,521974519553.0
2017-05-13,559970892890.0
2017-05-17,559970892890.0
2017-05-21,559970892890.0
2017-05-25,595921917085.0
2017-05-29,595921917085.0
2017-06-02,595921917085.0
2017-06-06,678760110082.0
2017-06-10,678760110082.0
2017-06-14,678760110082.0
2017-06-18,711697198173.0
2017-06-22,711697198173.0
2017-06-26,711697198173.0
2017-06-30,711697198173.0
2017-07-04,708659466230.0
2017-07-08,708659466230.0
2017-07-12,708659466230.0
2017-07-16,804525194568.0
2017-07-20,804525194568.0
2017-07-24,804525194568.0
2017-07-28,860221984436.0
2017-08-01,860221984436.0
2017-08-05,860221984436.0
2017-08-09,888074709977.536
2017-08-13,923233068448.0
2017-08-17,923233068448.0
2017-08-21,923233068448.0
2017-08-25,888171856257.0
2017-08-29,888171856257.0
2017-09-02,888171856257.0
2017-09-06,903315386418.901
2017-09-10,922724699725.0
2017-09-14,922724699725.0
2017-09-18,1052185622754.52
2017-09-22,1103400932964.0
2017-09-26,1103400932964.0
2017-09-30,1103400932964.0
2017-10-04,1123863285132.0
2017-10-08,1123863285132.0
2017-10-12,1123863285132.0
2017-10-16,1196792694098.0
2017-10-20,1196792694098.0
2017-10-24,1196792694098.0
2017-10-28,1452839779145.0
2017-11-01,1452839779145.0
2017-11-05,1452839779145.0
